ID,AGG_INCOME
30021,78760290
30023,72880921
30025,26003011
30027,63913115
30029,813856073
30031,746076674
30033,5235695
30035,81829115
30037,3404245
30039,15737659
30041,86598304
30043,70594045
30045,8437851
30047,175820391
30049,499633640
30051,27176704
30053,141425246
30055,10488943
30057,60124103
30059,6348027
30061,23129156
30063,927640756
30065,26786564
30067,125258761
30069,2336993
30071,21396417
30073,29356034
30075,9569102
30077,45889371
30079,5033086
30081,243772237
30083,101866794
30085,42524550
30087,43653025
30089,51259611
30091,25145238
30093,300782579
30095,61552997
30097,21873204
30099,26204995
30101,36801221
30103,2050211
30105,61314370
30107,6710726
30109,3952826
30111,1300414688
31001,244768335
31003,36930322
31005,1942418
31007,5341983
31009,1470516
31011,32632515
31013,91940232
31015,8110901
31017,21465484
31019,290533911
31021,23320820
31023,47849167
31025,171796781
31027,47498875
31029,35326270
31031,42281801
31033,68876784
31035,26172717
31037,68768026
31039,39827498
31041,104427360
31043,113567992
31045,58920084
31047,164304006
31049,9047735
31051,20868208
31053,258751688
31055,4123013023
31057,12113227
31059,26139502
31061,15924676
31063,11730752
31065,21394994
31067,121384780
31069,14053009
31071,7606642
31073,8569567
31075,1939801
31077,6364223
31079,404165318
31081,60921999
31083,17464100
31085,4978590
31087,11316224
31089,67905615
31091,2411748
31093,41353016
31095,38274102
31097,23384704
31099,45184550
31101,53969741
31103,3358864
31105,21412737
31107,32954362
31109,1766981921
31111,279257637
31113,2126947
31115,1831080
31117,2339087
31119,189620470
31121,49075489
31123,25552445
31125,22562313
31127,51711155
31129,19578771
31131,81460189
31133,15936963
31135,18244344
31137,70949776
31139,29629591
31141,216656907
31143,29493129
31145,78613986
31147,50622887
31149,6698450
31151,73266753
31153,1149747113
31155,128187287
31157,270923626
31159,80724252
31161,30396841
31163,14927002
31165,7167663
31167,58569652
31169,38208854
31171,3390191
31173,21232588
31175,24012234
31177,157967922
31179,74787054
31181,14031319
31183,4594608
31185,80497121
32001,153879127
32003,14682010939
32005,439511734
32007,470888847
32009,6240031
32011,18220925
32013,131169802
32015,60311191
32017,62876534
32019,279477194
32021,28562960
32023,249588382
32027,38697776
32029,34207486
32031,3519805691
32033,77864460
32510,409143290
33001,554177288
33003,517844559
33005,627184465
33007,203387260
33009,768382477
33011,3413569458
33013,1096405140
33015,2848629606
33017,970330344
33019,368245592
34001,2076190544
34003,13109126604
34005,3650254797
34007,4282237960
34009,970075818
34011,973901568
34013,8142978800
34015,2227374435
34017,6074521111
34019,1593429990
34021,3603573308
34023,7124943993
34025,7552206151
34027,6048641614
34029,4611485356
34031,4546046977
34033,458084897
34035,3777160756
34037,1368788242
34039,5944826593
34041,905591753
35001,4865740493
35003,20880475
35005,440693417
35006,140335941
35007,88562215
35009,370219323
35011,28853109
35013,1270166050
35015,533859182
35017,275405621
35019,20977036
35021,2959629
35023,13824578
35025,567756703
35027,186514142
35028,214462140
35029,130986714
35031,278105513
35033,31454357
35035,480724538
35037,53324228
35039,264985685
35041,125975252
35043,820206481
35045,855844022
35047,182742834
35049,1189193163
35051,65341658
35053,98598547
35055,222515442
35057,97665812
35059,19925331
35061,458082512
36001,2716864992
36003,193781989
36005,9946017899
36007,1437412119
36009,379595414
36011,461082508
36013,759261343
36015,612192628
36017,270964305
36019,592517557
36021,645914703
36023,299034294
36025,348788798
36027,2870937815
36029,7287759368
36031,315151311
36033,309928457
36035,383152318
36037,362440956
36039,408245085
36041,43749000
36043,386795017
36045,755107991
36047,23150855783
36049,138581107
36051,313187773
36053,427587647
36055,5629516787
36057,298131556
36059,17763755132
36061,41646250131
36063,1443616357
36065,1619009352
36067,3423044772
36069,820246790
36071,3370759792
36073,227604212
36075,628421694
36077,349182452
36079,1118801525
36081,19160318405
36083,1258669144
36085,4409056120
36087,3120582638
36089,807493351
36091,1881781375
36093,1237717791
36095,190013307
36097,115093488
36099,244544222
36101,618901969
36103,16116589575
36105,708804901
36107,404653133
36109,819665340
36111,1782598229
36113,480042640
36115,352247276
36117,486099247
36119,13875218445
36121,257039760
36123,169531411
37001,990853967
37003,215299421
37005,61920107
37007,143128342
37009,207490229
37011,129210651
37013,315980940
37015,108867932
37017,257088246
37019,921957244
37021,1924792811
37023,476857978
37025,1144254234
37027,526073559
37029,60107569
37031,501741107
37033,151295976
37035,974428905
37037,541378084
37039,152752405
37041,102219193
37043,80891996
37045,638482572
37047,458812112
37049,639741042
37051,1660753017
37053,134147921
37055,251156332
37057,1004585380
37059,329390221
37061,315257038
37063,2280174380
37065,317678496
37067,2633645300
37069,331624927
37071,1344565235
37073,67786285
37075,47322873
37077,316192703
37079,109167664
37081,3289130975
37083,401875524
37085,506014041
37087,487974879
37089,715679317
37091,110840311
37093,209465711
37095,35639868
37097,1128896190
37099,283486347
37101,1007279744
37103,46275998
37105,338120202
37107,408236911
37109,492034338
37111,241590441
37113,246934435
37115,145849954
37117,175424213
37119,8167261405
37121,114693294
37123,175256950
37125,708472210
37127,680005888
37129,1612891090
37131,128836519
37133,1181287314
37135,1246715828
37137,68326041
37139,213040288
37141,329468079
37143,92540204
37145,260634098
37147,1148084464
37149,144019664
37151,770407899
37153,319200338
37155,543651799
37157,530419365
37159,897970996
37161,434835721
37163,401096476
37165,136341196
37167,333626575
37169,264941662
37171,427943063
37173,93428051
37175,253239087
37177,20701182
37179,1457606188
37181,286919762
37183,7480090357
37185,117891112
37187,113949163
37189,329487897
37191,687368865
37193,456710998
37195,491701505
37197,252746825
37199,101465989
38001,15686577
38003,114974220
38005,30504054
38007,5929739
38009,52567881
38011,23566573
38013,13375598
38015,693803961
38017,1062230044
38019,33810197
38021,30512949
38023,21291428
38025,35425374
38027,22855321
38029,23800634
38031,13783447
38033,8751860
38035,513923220
38037,10326467
38039,10827518
38041,16179294
38043,23326110
38045,25090306
38047,11822853
38049,42635165
38051,14128306
38053,87500652
38055,62634484
38057,62452186
38059,271776639
38061,105519244
38063,20108393
38065,11393302
38067,51403378
38069,36431087
38071,112637356
38073,34945424
38075,14763418
38077,81688901
38079,66283005
38081,19650623
38083,5758531
38085,12384711
38087,4619332
38089,303124892
38091,12722649
38093,180474816
38095,19093735
38097,57378247
38099,77431212
38101,619951518
38103,22823820
38105,427456917
39001,151029932
39003,666360810
39005,293402263
39007,571306185
39009,354415070
39011,271995838
39013,497518091
39015,296782486
39017,2709525852
39019,202785906
39021,244264536
39023,853862219
39025,1387702995
39027,255567975
39029,754109689
39031,187254246
39033,307582025
39035,9166866696
39037,306125845
39039,238316577
39041,1652426043
39043,653095797
39045,996247685
39047,173151520
39049,9060642597
39051,310376606
39053,185552563
39055,936703117
39057,1195025141
39059,227010649
39061,6950509780
39063,543317530
39065,180727347
39067,97920733
39069,181398291
39071,267488099
39073,152622411
39075,208001601
39077,332036991
39079,236378962
39081,429519686
39083,367239032
39085,1527974206
39087,501785192
39089,1185255779
39091,295955989
39093,1776243737
39095,3083156099
39097,241811433
39099,1510009546
39101,383428479
39103,1250965972
39105,147557880
39107,249990701
39109,727575884
39111,89705126
39113,3456543402
39115,88085787
39117,223450908
39119,515744273
39121,93343423
39123,326058673
39125,109570729
39127,195903229
39129,329012585
39131,201740295
39133,985828628
39135,243530818
39137,193837142
39139,758417180
39141,524079780
39143,394410023
39145,509982140
39147,360043476
39149,365229191
39151,2450780937
39153,4124544432
39155,1355477775
39157,594349833
39159,345855688
39161,187110625
39163,67598951
39165,1891415645
39167,449361041
39169,605811017
39171,212210631
39173,868812135
39175,128504657
40001,73601520
40003,41210056
40005,57376000
40007,34347754
40009,252158560
40011,57766525
40013,192697831
40015,146734110
40017,826120675
40019,284380008
40021,230405627
40023,75973480
40025,13821569
40027,1856005329
40029,35092835
40031,820268530
40033,29777922
40035,51587990
40037,290892902
40039,205224522
40041,190794642
40043,23460752
40045,16454179
40047,388881409
40049,142156448
40051,293968296
40053,22283822
40055,41400846
40057,11395324
40059,13088941
40061,40557848
40063,47937634
40065,182556298
40067,21171569
40069,41761325
40071,200860568
40073,132054220
40075,70759675
40077,50192452
40079,185891415
40081,162499760
40083,387052302
40085,30445532
40087,179854257
40089,138129490
40091,112417035
40093,45752781
40095,68051819
40097,193523358
40099,86794853
40101,356302162
40103,84142049
40105,40747850
40107,44453839
40109,5644381898
40111,173478359
40113,200524734
40115,76848641
40117,61401213
40119,496631869
40121,233311653
40123,168621265
40125,282721471
40127,55993352
40129,18420727
40131,416004597
40133,103605987
40135,149418509
40137,246815100
40139,154607309
40141,38360690
40143,3381550706
40145,286486263
40147,323267546
40149,58937265
40151,75874247
40153,194600163
41001,108600099
41003,604280948
41005,3225536267
41007,289194619
41009,380083702
41011,610352068
41013,126689390
41015,161197737
41017,1455784105
41019,819206447
41021,9448248
41023,45859896
41025,43066803
41027,220703671
41029,1512015787
41031,142973034
41033,659750560
41035,456708804
41037,44520772
41039,2356106810
41041,298661893
41043,788678965
41045,150653298
41047,1960273002
41049,56299265
41051,6546454333
41053,432154453
41055,13281326
41057,211722260
41059,497702885
41061,199228081
41063,32579293
41065,148282916
41067,4036100353
41069,5556259
41071,700172814
42001,487806279
42003,10382435631
42005,351269162
42007,1049180279
42009,220746212
42011,2534871754
42013,799404264
42015,381002285
42017,5480925425
42019,1122243227
42021,729127636
42023,25586385
42025,458056870
42027,1029568692
42029,4520387264
42031,171199627
42033,385672916
42035,175026899
42037,368459368
42039,460733953
42041,1683416600
42043,1984336624
42045,4924904085
42047,163479524
42049,1819460673
42051,750793399
42053,32176305
42055,1001062115
42057,44058705
42059,221272738
42061,213913249
42063,481715795
42065,180599555
42067,104830057
42069,1389818758
42071,3485396355
42073,543803358
42075,773423562
42077,2571711161
42079,2094387743
42081,683123381
42083,224692999
42085,690800907
42087,227586977
42089,1280405097
42091,7674032280
42093,100633017
42095,2216642340
42097,515603917
42099,203389618
42101,12544047311
42103,478195743
42105,72756121
42107,805108001
42109,214030232
42111,380768771
42113,22945193
42115,206835097
42117,180143461
42119,250761923
42121,295731433
42123,224528590
42125,1465326315
42127,312614257
42129,2326370947
42131,126924685
42133,3010153085
44001,492698746
44003,1501294728
44005,910120237
44007,5432031726
44009,1227791222
45001,130484760
45003,1183546570
45005,45402611
45007,1224044399
45009,116160080
45011,153586203
45013,1702095081
45015,1145914430
45017,109279592
45019,3449863064
45021,372198951
45023,201724778
45025,286964752
45027,184417618
45029,251994921
45031,441212114
45033,187027767
45035,949256466
45037,156277607
45039,199337282
45041,976201918
45043,453919614
45045,3097137203
45047,460675121
45049,149922375
45051,1766987029
45053,151417294
45055,397738890
45057,536263729
45059,414458687
45061,80613460
45063,1560877266
45065,55998398
45067,254908375
45069,139554569
45071,265919617
45073,583313232
45075,570191067
45077,646213759
45079,2637032459
45081,129853190
45083,1781122889
45085,595470825
45087,168149311
45089,201863321
45091,1438370734
46003,15044270
46005,117796899
46007,9142354
46009,32773829
46011,241104972
46013,289179904
46015,29978790
46017,3284837
46019,94041773
46021,18242260
46023,36537353
46025,23870350
46027,103408876
46029,181225842
46031,10682013
46033,63353929
46035,141707814
46037,38945664
46039,26373892
46041,16841654
46043,12981580
46045,23092580
46047,39231773
46049,15411717
46051,59267040
46053,16911210
46055,8114486
46057,24921171
46059,24360837
46061,12623649
46063,5447147
46065,140294322
46067,48086774
46069,6030076
46071,17509838
46073,17555111
46075,2885181
46077,31491996
46079,93645488
46081,167062450
46083,460611131
46085,13229065
46087,29705447
46089,12577592
46091,19783393
46093,163991896
46095,4687629
46097,15337623
46099,1124922083
46101,39444158
46102,43285029
46103,700974536
46105,15785824
46107,10726439
46109,56744269
46111,15142665
46115,35358669
46117,17686427
46119,16667871
46121,25906713
46123,35325245
46125,36510063
46127,91193697
46129,48707043
46135,181136162
46137,5167154
47001,523811754
47003,320114510
47005,82227791
47007,82145710
47009,942901673
47011,776722811
47013,287991742
47015,104165242
47017,164703475
47019,311261861
47021,184258400
47023,94248313
47025,169530601
47027,34081111
47029,219446765
47031,344799115
47033,74632079
47035,280628899
47037,5494014886
47039,70308237
47041,181425956
47043,327178796
47045,328496862
47047,285737987
47049,87243625
47051,261486557
47053,293050739
47055,161168973
47057,120398426
47059,477426526
47061,55132212
47063,410518676
47065,2837348458
47067,24494754
47069,113038382
47071,213758112
47073,349300003
47075,108918936
47077,161325761
47079,271194273
47081,107613592
47083,31856125
47085,123010355
47087,46886737
47089,341431553
47091,98638439
47093,2804681761
47095,33006550
47097,120731059
47099,207155413
47101,71927830
47103,220127221
47105,403507953
47107,317216511
47109,137870817
47111,128457870
47113,582995402
47115,165260971
47117,211186046
47119,554939173
47121,45164514
47123,271154247
47125,1031839508
47127,52683888
47129,109561549
47131,183408077
47133,107757088
47135,52369226
47137,32861597
47139,114671655
47141,493296115
47143,190626510
47145,378778666
47147,392603377
47149,1631195855
47151,233492697
47153,72363069
47155,583645941
47157,6743301405
47159,108610071
47161,73207721
47163,937882602
47165,1188027215
47167,385532050
47169,56928649
47171,122037331
47173,115821881
47175,27692423
47177,253494513
47179,981600326
47181,87499384
47183,157998049
47185,133625029
47187,1939898375
47189,837996623
48001,364119854
48003,171910881
48005,598012341
48007,299665704
48009,62613277
48011,13013950
48013,387408889
48015,243314720
48017,48942068
48019,160574265
48021,666721859
48023,55891604
48025,220724953
48027,2172851636
48029,12268806562
48031,105817313
48033,12481354
48035,120077450
48037,807968325
48039,2671852258
48041,1440614439
48043,70585983
48045,3950173
48047,39567718
48049,244670733
48051,142007555
48053,428678918
48055,247288511
48057,173031582
48059,94632115
48061,1958021542
48063,69345120
48065,37125489
48067,233998068
48069,64680672
48071,297269621
48073,310375371
48075,56056297
48077,73580789
48079,12615838
48081,31624135
48083,85428528
48085,8482069628
48087,15673789
48089,214410923
48091,1050692927
48093,86866175
48095,18237339
48097,306735699
48099,424753034
48101,9706344
48103,36935387
48105,41476364
48107,24564893
48109,13653307
48111,39697187
48113,20230858555
48115,99796057
48117,116786909
48119,25172108
48121,5931219866
48123,196444445
48125,10771235
48127,90989704
48129,18241155
48131,99180507
48133,174188642
48135,1515910028
48137,30531937
48139,1128225577
48141,4678887714
48143,342663705
48145,76048044
48147,178529375
48149,250939014
48151,32394673
48153,41217174
48155,5240660
48157,4834160574
48159,96633896
48161,116221960
48163,149651259
48165,163346406
48167,2768755723
48169,55598128
48171,220935393
48173,14841018
48175,68612332
48177,131916020
48179,169503347
48181,871280692
48183,964010594
48185,192915162
48187,956732815
48189,195463639
48191,16899732
48193,80434123
48195,35551237
48197,21453699
48199,507729838
48201,33911067801
48203,594798915
48205,29678114
48207,31901096
48209,1328324474
48211,29812260
48213,613408388
48215,3964231655
48217,167236758
48219,131297736
48221,445392438
48223,213465082
48225,122994880
48227,271919629
48229,19881091
48231,516568598
48233,169348253
48235,10821112
48237,55991773
48239,111470167
48241,254795344
48243,14774637
48245,2052475058
48247,26744369
48249,372416589
48251,1121830905
48253,123441576
48255,138583105
48257,701624537
48259,433388480
48261,3381885
48263,4379916
48265,409710401
48267,46080077
48269,2159559
48271,18595614
48273,205356503
48275,14931544
48277,313503809
48279,75557060
48281,128991172
48283,83472208
48285,158604066
48287,135054211
48289,195212286
48291,614817815
48293,130558053
48295,12684807
48297,93468582
48299,233606341
48301,1199019
48303,2068983703
48305,28435213
48307,62174148
48309,1589629078
48311,6877546
48313,82809027
48315,74291764
48317,37265357
48319,29546253
48321,333628617
48323,307096772
48325,364435770
48327,20601429
48329,1875664094
48331,148674874
48333,38485117
48335,58787553
48337,162668861
48339,4861813391
48341,127775207
48343,100005186
48345,5196339
48347,432449010
48349,277063201
48351,110932930
48353,111761544
48355,2677090435
48357,80846449
48359,15421330
48361,697587895
48363,214649976
48365,206350785
48367,978336851
48369,60561584
48371,112176963
48373,337072779
48375,776163895
48377,38701093
48379,46548224
48381,1086783172
48383,25224581
48385,20584756
48387,90959584
48389,89524289
48391,52669710
48393,4106265
48395,111882147
48397,670671005
48399,76051542
48401,368657550
48403,79670642
48405,72599790
48407,232118275
48409,430834881
48411,29809988
48413,26321724
48415,130252497
48417,21361885
48419,172841257
48421,11137450
48423,1581153413
48425,66625502
48427,301220506
48429,68879128
48431,6561683
48433,8504050
48435,29556492
48437,45824834
48439,15538023152
48441,1020512182
48443,5937138
48445,133126667
48447,10175417
48449,172665926
48451,1056871392
48453,10183099198
48455,82723391
48457,139020831
48459,307268906
48461,16348338
48463,177579372
48465,315119407
48467,428783186
48469,778889346
48471,406022293
48473,294981361
48475,85777756
48477,347892538
48479,1097658415
48481,329125036
48483,29010447
48485,872893893
48487,86866823
48489,91376335
48491,3674510484
48493,335445693
48495,55269491
48497,481184779
48499,353611811
48501,55215392
48503,157446196
48505,89763832
48507,64191487
49001,33487566
49003,251815007
49005,580327283
49007,95460858
49009,5719607
49011,1884797003
49013,63279954
49015,46277424
49017,25343906
49019,72739656
49021,248839880
49023,40539069
49025,49635117
49027,61918157
49029,54323545
49031,6018883
49033,8960067
49035,7562943549
49037,61202401
49039,115930918
49041,89801502
49043,553924104
49045,310146248
49047,277915316
49049,2951458983
49051,168630249
49053,879563371
49055,12128859
49057,1313968163
50001,212177508
50003,318939092
50005,165912029
50007,1240364398
50009,18745985
50011,358675777
50013,54979236
50015,153680282
50017,139822229
50019,118575086
50021,401607233
50023,432495327
50025,305957309
50027,503747318
51001,277566601
51003,983043998
51005,88991606
51007,91975364
51009,182788708
51011,104757189
51013,3641980840
51015,693367601
51017,56279404
51019,554670641
51021,42555742
51023,290658067
51025,96548298
51027,148071714
51029,90373272
51031,370608684
51033,215819777
51035,200052560
51036,47412320
51037,66663834
51041,2186292584
51043,147561386
51045,33095822
51047,317055428
51049,71993311
51051,135237848
51053,202529048
51057,83910361
51059,12191575578
51061,632317928
51063,90623824
51065,176430993
51067,412748491
51069,612797913
51071,121016242
51073,294040022
51075,270324155
51077,96965539
51079,132369010
51081,39951909
51083,232528358
51085,701666380
51087,2501346266
51089,321156008
51091,16436058
51093,237166850
51095,653732417
51097,40422655
51099,163622194
51101,108256999
51103,100001590
51105,150866570
51107,3327920069
51109,270661743
51111,50500911
51113,111343537
51115,118802906
51117,193898519
51119,98414924
51121,829082211
51125,170360976
51127,168050310
51131,85613953
51133,134079635
51135,108888091
51137,263015228
51139,155406024
51141,116100498
51143,351815155
51145,193364094
51147,128879886
51149,261381551
51153,3397440399
51155,260764631
51157,57645760
51159,49551347
51161,668597131
51163,226324281
51165,468807225
51167,218477044
51169,132115366
51171,265203331
51173,214955727
51175,98167441
51177,798119773
51179,964763842
51181,45307473
51183,61673988
51185,368840501
51187,270487825
51191,328149735
51193,178612334
51195,245663737
51197,239617292
51199,534381445
51510,1861579991
51520,113666527
51530,38972808
51540,399731350
51550,1603805653
51570,97149392
51580,42543946
51590,256712243
51595,41310474
51600,231076411
51610,198890927
51620,57025804
51630,221587781
51640,69109276
51650,954433265
51660,251720626
51670,147893500
51678,43513154
51680,476946244
51683,316305942
51685,104272490
51690,98221494
51700,1150077964
51710,1645235040
51720,22617077
51730,201223794
51735,123351509
51740,608492167
51750,114765877
51760,1717348744
51770,674318831
51775,231792343
51790,183939106
51800,633407640
51810,3627261431
51820,131921229
51830,95842413
51840,219431457
53001,85116062
53003,158785273
53005,1411171493
53007,622788377
53009,459661474
53011,3258661795
53013,29910993
53015,750262433
53017,239964588
53019,41712599
53021,534469059
53023,9317222
53025,501152049
53027,534290412
53029,666669104
53031,281511740
53033,24047997155
53035,2064039546
53037,264745437
53039,151402231
53041,471924612
53043,51058872
53045,531541388
53047,331939989
53049,116168376
53051,87521482
53053,6282275557
53055,114281633
53057,722051866
53059,73646196
53061,6360530538
53063,3257519191
53065,230250635
53067,1901722819
53069,37002510
53071,426617396
53073,1445843494
53075,215185915
53077,1502680775
54001,103567919
54003,795540045
54005,134751032
54007,93075394
54009,157426795
54011,713982243
54013,48766090
54015,43361549
54017,56494188
54019,291574396
54021,46437825
54023,69556611
54025,277336634
54027,139082879
54029,207862800
54031,103353324
54033,481467398
54035,216063654
54037,342245732
54039,1595186187
54041,89946642
54043,166185636
54045,244155245
54047,107023115
54049,403017946
54051,228909447
54053,177259254
54055,386750696
54057,153107254
54059,164409120
54061,1004442748
54063,82485809
54065,133563750
54067,241307778
54069,382326400
54071,48426949
54073,49229188
54075,49733933
54077,211788912
54079,452375189
54081,533871259
54083,214701713
54085,52650012
54087,85407147
54089,75748352
54091,123784161
54093,40372515
54095,57252572
54097,150660070
54099,287796032
54101,46770829
54103,106513811
54105,42254734
54107,585552468
54109,134951934
55001,83818092
55003,67083054
55005,238060355
55007,48533006
55009,1682077701
55011,49470093
55013,46486551
55015,269831478
55017,316534332
55019,119609524
55021,302605355
55023,63527977
55025,3813385007
55027,411002694
55029,187078204
55031,242603116
55033,219875132
55035,658910010
55037,30910599
55039,593535785
55041,32793528
55043,197404678
55045,171906188
55047,99399009
55049,123843162
55051,24445805
55053,76674436
55055,426102698
55057,113507442
55059,1169111157
55061,84841494
55063,765433993
55065,54149654
55067,95195937
55069,138704921
55071,433033004
55073,832318643
55075,241627504
55077,51402255
55078,13718386
55079,6398475655
55081,193690581
55083,165209505
55085,225479184
55087,1173166536
55089,968666184
55091,23706252
55093,201713755
55095,167812339
55097,347196425
55099,86024800
55101,1444695533
55103,79102164
55105,896135522
55107,52959926
55109,518548920
55111,281164328
55113,90270639
55115,165256905
55117,528216498
55119,75990718
55121,95035582
55123,148088849
55125,109122358
55127,723879715
55129,62760429
55131,1006099267
55133,3615181653
55135,315294973
55137,101150872
55139,1115040321
55141,458211931
56001,263507219
56003,50623339
56005,435691498
56007,110342188
56009,139543268
56011,59669504
56013,243438591
56015,90608958
56017,25984104
56019,83803595
56021,753117813
56023,139595041
56025,591367183
56027,18152448
56029,290696374
56031,120939758
56033,234598260
56035,76216217
56037,364261577
56039,416288928
56041,173946998
56043,55949840
56045,54908219
72001,45251608
72003,124087869
72005,218661682
72007,134244042
72009,65645714
72011,83155254
72013,311424637
72015,57485696
72017,85288346
72019,80564803
72021,807038882
72023,190169796
72025,665229349
72027,107221592
72029,156423246
72031,800756194
72033,81571013
72035,197137313
72037,42552989
72039,44612058
72041,120000662
72043,123728839
72045,50767663
72047,111633084
72049,3570922
72051,178988001
72053,127005626
72054,30196621
72055,55180356
72057,167216163
72059,49418121
72061,769646879
72063,228710998
72065,147776979
72067,55591730
72069,230611766
72071,140707482
72073,43147736
72075,160547520
72077,132262875
72079,63654913
72081,84433632
72083,22648508
72085,124881508
72087,78727727
72089,64444257
72091,124299144
72093,10350789
72095,44864002
72097,308379752
72099,101029731
72101,87702088
72103,125502868
72105,128260997
72107,56750476
72109,57574586
72111,46096301
72113,598622752
72115,84907914
72117,48413171
72119,185287692
72121,81766063
72123,85904351
72125,111115385
72127,2441273045
72129,153165479
72131,107119168
72133,81598242
72135,293792435
72137,300122454
72139,356644780
72141,75637229
72143,143995626
72145,203755283
72147,33563181
72149,63277367
72151,108263142
72153,110457161
